name,unmodified_size,modified_size,can_fly,good,danger,modified_speed,combat_value
celestial friendly salamander,2,2,1,1,0,3,5.0
basic knoble person,3,3,0,1,0,2,5.0
ethereal sleeping zombie,2,0,1,0,-1,-3,-0.20999999999999996
big cursed minnow,1,2,0,-1,-1,2,4.0
sick plain goblin,2,1,0,0,-1,2,2.0999999999999996
weak mini sphinx,3,1,0,0,-1,3,3.2
satanic angelic dog,2,2,0,0,0,4,6.0
fire-breathing friendly minotaur,4,4,0,1,1,4,12.0
mystical aquatic griffon,4,4,-1,1,1,7,9.9
weak kind ogre,4,2,0,1,1,2,3.2
cursed lightning bug,1,1,0,-1,-1,5,6.0
toy flying cat,2,0,1,0,-1,6,0.6000000000000001
average tiny fairie,1,0,0,0,-1,4,4.0
petrified satanic sloth,3,3,-1,-1,-1,-1,0.8
fast quick gnat,1,1,0,0,-1,5,6.0
magical sleeping mermaid,2,0,0,1,-1,0,0.0
quick dead leviathan,5,5,-1,0,1,0,0.05
ferocious kind eagle,3,3,0,1,1,7,14.0
awful aggressive angel,4,6,0,-1,1,8,16.8
ancient celestial mouse,1,3,1,1,-1,3,9.0
weak huge snake,1,2,0,0,0,3,4.0
evil weakened vampire,4,3,0,-1,1,5,7.2
poisonous humongous leviathan,5,9,0,0,1,4,18.2
ethereal ghostly dragon,5,5,1,0,1,6,6.16
tiny armored bug,1,2,0,0,0,1,3.9000000000000004
angelic murderous manticore,3,6,0,-1,1,5,14.3
winged unholy harpy,2,2,1,-1,1,8,12.0
knoble armored spider,1,3,0,1,0,1,5.2
fire-breathing little basilisk,3,3,0,0,1,4,10.5
cursed large goblin,2,3,0,-1,1,3,6.0
magical crippled wolf,3,1,-1,1,-1,3,1.2
floating crazy trout,2,4,1,0,-1,2,6.6000000000000005
weakened tiny griffin,5,3,0,0,1,7,9.0
friendly unholy kraken,5,4,0,-1,1,4,8.0
average ghostly sloth,3,3,1,0,0,1,3.2
knoble angelic falcon,3,3,0,1,1,7,10.0
aquatic normal ape,3,3,-1,0,1,4,6.3
unholy holy mummy,3,3,0,-1,0,2,5.0
earth-bound mystical monkey,3,3,-1,1,-1,4,0.0
insane lightning salamander,2,4,0,-1,1,7,11.0
nice sick zombie,2,0,0,1,-1,0,0.0
demonic sick shark,4,4,0,-1,1,4,5.6
enraged ethereal wraith,3,5,1,-1,1,5,9.1
big thunderous dragon,5,7,0,0,1,9,19.2
holy evil spider,1,1,0,0,-1,2,3.0
evil angelic griffin,5,5,0,1,1,8,13.0
enraged demonic werewolf,4,7,0,-1,1,7,18.2
big ancient nymph,2,4,0,0,1,3,10.5
armored small fairie,1,2,0,0,-1,3,6.5
average microscopy human,3,0,0,0,-1,2,2.0
little levitating goblin,2,1,1,0,-1,4,5.0
fire-breathing fast bass,2,3,0,0,1,5,12.0
thunderous small cerberus,4,4,0,0,1,6,12.0
fast unholy nymph,2,2,0,-1,0,5,7.0
enormous sick eagle,3,5,0,0,1,5,7.0
mystical tired griffon,4,3,0,1,1,6,8.1
holy small priest,3,2,0,1,0,2,4.0
fast basic man,3,3,0,0,0,4,7.0
ancient cursed fairie,1,2,0,-1,-1,4,9.0
demonic sick harpy,2,2,0,-1,1,4,4.199999999999999
petrified radiant bass,2,2,-1,1,-1,0,0.8800000000000001
kind shadowy goblin,2,1,0,-1,-1,3,4.0
plain toy fish,2,0,0,0,-1,2,0.2
little big ogre,4,4,0,0,1,2,6.0
armored giant cyclops,4,9,0,0,1,2,14.3
average crippled minotaur,4,2,-1,0,-1,2,1.2
holy crippled minnow,1,-1,-1,1,-1,0,-0.3
demonic weakened minnow,1,1,0,-1,-1,1,1.8
earth-bound normal yeti,4,4,-1,0,-1,4,0.0
fire-breathing poisonous centaur,4,5,0,0,1,5,21.0
fire-breathing aquatic person,3,4,-1,0,0,2,8.1
tiny aquatic mummy,3,2,-1,0,0,2,3.6
humongous evil pig,3,7,0,-1,1,3,10.0
sleeping crippled demon,5,1,-1,0,-1,1,0.06
crippled magical eagle,3,1,-1,1,-1,4,1.5
quick fast eagle,3,3,0,0,1,9,12.0
evil crippled wyvern,4,2,-1,-1,-1,4,1.7999999999999998
tired mini mummy,3,1,0,0,-1,1,1.8
ethereal flying salamander,2,2,1,0,0,5,4.8999999999999995
ancient angry fish,2,4,0,0,1,4,13.200000000000001
aquatic ice-covered bear,4,5,-1,0,1,4,8.91
little tired ghost,2,0,0,0,-1,1,0.9
little shadowy fairy,1,0,0,-1,-1,4,4.0
angelic cursed cyclops,4,4,0,-1,1,3,7.0
tired regular horse,4,3,0,0,0,4,6.3
tiny fire-breathing minotaur,4,4,0,0,1,4,12.0
murderous fast dog,2,5,0,-1,1,7,15.600000000000001
tired enraged bass,2,3,0,-1,-1,4,8.19
earth-bound big goblin,2,3,-1,0,-1,3,0.0
normal toy kraken,5,3,0,0,-1,3,0.6000000000000001
weak holy buzzard,3,2,0,1,0,5,5.6000000000000005
fire-breathing invisible unicorn,3,4,0,0,1,5,14.850000000000001
fast levitating elf,3,3,1,0,0,6,9.0
crippled thunderous wolf,3,2,-1,0,-1,4,2.1599999999999997
petrified tiny ogre,4,3,-1,0,-1,-1,0.8
earth-bound raging minnow,1,4,-1,-1,-1,4,0.0
invisible angelic roc,5,5,0,1,1,6,12.100000000000001
crippled angry spider,1,0,-1,0,-1,1,0.33
cursed thunderous cockatrice,2,3,0,-1,1,6,10.799999999999999
petrified demonic human,3,4,-1,-1,-1,-1,1.2000000000000002
average shadowy buzzard,3,3,0,-1,0,5,8.0
big shadowy griffin,5,6,0,-1,1,8,14.0
microscopy weak sphinx,3,-1,0,0,-1,3,1.6
aggressive satanic fairie,1,2,0,-1,-1,5,8.4
crippled cursed zerba,4,2,-1,-1,-1,3,1.5
ancient invisible dragon,5,6,0,0,1,8,23.1
floating evil gorgon,3,3,1,-1,1,2,5.0
ghostly magical basilisk,3,3,1,1,1,3,4.800000000000001
thunderous angelic orc,3,4,0,1,1,4,9.6
huge mystical fish,2,4,0,1,0,3,7.0
magical ferocious spider,1,2,0,1,0,3,7.0
ancient thunderous bug,1,3,0,0,1,3,10.799999999999999
raging holy man,3,6,0,0,1,4,13.0
average floating falcon,3,3,1,0,0,6,9.0
microscopy petrified zombie,2,-1,-1,0,-1,-2,-1.2000000000000002
fire-breathing tiny minotaur,4,4,0,0,1,4,12.0
ancient mini griffon,4,4,0,0,1,7,16.5
ice-covered normal fairy,1,2,-1,0,-1,3,5.5
celestial radiant angel,4,5,1,1,1,7,13.200000000000001
sleeping magical man,3,1,0,1,-1,-1,0.0
levitating knoble buzzard,3,3,1,1,0,6,9.0
lightning holy sphinx,3,3,0,1,1,6,9.0
magical enraged faun,2,4,0,1,1,5,11.700000000000001
murderous crazy sloth,3,8,0,-1,1,3,15.730000000000002
aquatic holy spider,1,1,-1,1,-1,2,2.7
awful thunderous gnat,1,3,0,-1,0,3,7.199999999999999
fire-breathing insane cyclops,4,7,0,-1,1,4,16.5
murderous armored elephant,5,10,0,-1,1,4,23.66
magical invisible fly,1,1,0,1,-1,3,4.4
floating unholy mummy,3,3,1,-1,0,1,4.0
big quick zerba,4,5,0,0,1,6,11.0
sleeping little buzzard,3,0,0,0,-1,2,0.2
lightning levitating lion,4,4,1,0,1,9,13.0
floating normal snake,1,1,1,0,-1,2,3.0
unholy magical sparrow,1,1,0,0,-1,4,5.0
flying cursed vampire,4,4,1,-1,1,9,13.0
unholy poisonous mouse,1,1,0,-1,-1,3,5.6
big armored fish,2,5,0,0,1,2,9.1
floating quick tiger,4,4,1,0,1,5,9.0
nice tired dog,2,0,0,1,-1,3,2.7
winged ancient pheonix,5,6,1,0,1,10,28.799999999999997
satanic huge demon,5,7,0,-1,1,6,13.0
ice-covered humongous troll,4,9,-1,0,1,1,11.0
huge flying priest,3,5,1,0,1,5,10.0
awful mini troll,4,4,0,-1,1,2,6.0
knoble lightning werewolf,4,4,0,1,1,8,12.0
aquatic fast goblin,2,2,-1,0,1,5,6.3
microscopy large pheonix,5,3,0,0,1,7,10.0
fire-breathing nice bird,2,2,0,1,0,4,9.0
crazy fast dog,2,4,0,0,1,6,11.0
ferocious crippled condor,3,2,-1,0,-1,4,2.5199999999999996
normal ethereal wyvern,4,4,1,0,1,5,6.3
plain aggressive minnow,1,2,0,0,-1,3,6.0
basic average demon,5,5,0,0,1,6,11.0
shadowy insane goblin,2,4,0,-1,1,4,8.0
cursed nice wraith,3,2,0,-1,1,4,6.0
weak tiny cerberus,4,2,0,0,1,5,5.6000000000000005
basic tired bass,2,1,0,0,-1,2,2.7
flying evil bass,2,2,1,-1,-1,6,8.0
radiant mini zerba,4,3,0,1,0,5,8.8
flying average fairie,1,1,1,0,-1,7,8.0
insane aquatic fairy,1,3,-1,-1,-1,5,7.2
satanic large elf,3,4,0,-1,0,3,7.0
dead toy harpy,2,0,-1,0,-1,-1,-0.001
humongous murderous shark,4,11,0,-1,1,6,22.1
satanic cursed minotaur,4,4,0,-1,1,4,8.0
aquatic average elephant,5,5,-1,0,1,4,8.1
regular radiant mummy,3,3,0,1,0,2,5.5
fast kind snake,1,0,0,1,-1,5,5.0
armored thunderous ape,3,6,0,0,1,4,15.6
sleeping floating minnow,1,-1,1,0,-1,-2,-0.30000000000000004
friendly floating minnow,1,0,1,1,-1,1,1.0
crazy enormous pegasus,3,8,0,0,1,5,14.3
winged aquatic dog,2,2,-1,0,0,7,9.719999999999999
normal mystical cerberus,4,4,0,1,1,5,9.0
microscopy tiny mouse,1,-3,0,0,-1,3,0.0
petrified poisonous weasel,2,2,-1,0,-1,1,1.6800000000000002
petrified cursed eagle,3,3,-1,-1,-1,3,2.4000000000000004
petrified ice-covered centaur,4,5,-1,0,1,1,2.6400000000000006
invisible nice pixie,1,0,0,1,-1,4,4.4
ethereal microscopy hippogriff,3,0,1,0,-1,4,2.8
crippled shadowy sprite,1,-1,-1,-1,-1,2,0.3
toy ferocious manticore,3,2,0,0,-1,4,0.8400000000000001
kind nice cockatrice,2,0,0,1,-1,5,5.0
shadowy ferocious trout,2,3,0,-1,-1,4,9.799999999999999
ice-covered thunderous gorrila,4,6,-1,0,1,3,11.88
thunderous big angel,4,6,0,0,1,8,16.8
earth-bound basic harpy,2,2,-1,0,-1,5,0.0
fast evil goblin,2,2,0,-1,1,5,7.0
invisible lightning mouse,1,1,0,0,-1,6,7.700000000000001
satanic ferocious spider,1,2,0,-1,0,3,7.0
evil normal priest,3,3,0,-1,0,2,5.0
aggressive weakened leviathan,5,5,0,0,1,4,9.719999999999999
awful earth-bound person,3,4,-1,-1,-1,2,0.0
murderous sick werewolf,4,6,0,-1,1,5,10.01
earth-bound huge fairy,1,3,-1,0,-1,4,0.0
shadowy radiant ghost,2,2,0,1,-1,2,4.4
murderous aggressive cat,2,6,0,-1,1,6,18.720000000000002
nice unholy wyvern,4,3,0,0,1,6,9.0
aquatic huge pegasus,3,5,-1,0,1,5,9.0
earth-bound big condor,3,4,-1,0,-1,5,0.0
fire-breathing ethereal elephant,5,6,1,0,1,3,9.45
angry poisonous sith,3,4,0,0,1,5,13.86
levitating friendly bird,2,1,1,1,-1,5,6.0
ferocious invisible lion,4,5,0,0,1,6,16.94
raging small weasel,2,4,0,-1,1,6,13.0
satanic unholy mouse,1,1,0,-1,-1,3,4.0
crazy giant gorgon,3,8,0,0,1,3,12.100000000000001
angry angelic angel,4,5,0,1,1,8,14.3
evil crippled weasel,2,0,-1,-1,-1,2,0.6
friendly knoble elephant,5,4,0,1,1,4,8.0
ferocious ghostly person,3,4,1,0,0,2,6.719999999999999
toy tiny faun,2,-1,0,0,-1,2,0.1
radiant armored buzzard,3,5,0,1,1,4,12.870000000000001
microscopy floating leviathan,5,2,1,0,1,3,5.0
shadowy tired trout,2,1,0,-1,-1,2,2.7
fast demonic griffon,4,5,0,-1,1,9,14.0
weak ice-covered ogre,4,4,-1,0,1,1,4.4
big dead eagle,3,4,-1,0,-1,1,0.05
huge unholy horse,4,6,0,-1,1,5,11.0
satanic ethereal harpy,2,2,1,-1,1,4,4.199999999999999
invisible poisonous man,3,3,0,0,0,2,7.699999999999999
dead petrified snake,1,1,-1,0,-1,-5,-0.016
cursed celestial dwarf,2,3,1,1,0,2,5.0
angelic knoble demon,5,5,0,1,1,6,11.0
large giant roc,5,9,0,0,1,6,15.0
weakened aquatic griffon,4,3,-1,0,1,6,7.29
ancient sleeping centaur,4,3,0,0,-1,2,0.75
regular plain orc,3,3,0,0,1,3,6.0
satanic tired gnat,1,0,0,-1,-1,1,0.9
ferocious quick pig,3,4,0,0,1,5,12.6
lightning fast mummy,3,3,0,0,1,7,10.0
ice-covered evil snake,1,2,-1,-1,0,2,4.4
angelic aggressive priest,3,4,0,1,0,3,8.4
huge ethereal zombie,2,4,1,0,-1,0,2.8
plain earth-bound orc,3,3,-1,0,-1,3,0.0
aggressive aquatic buzzard,3,4,-1,0,1,6,10.8
magical normal troll,4,4,0,1,1,2,6.0
ancient sick elephant,5,5,0,0,1,3,8.399999999999999
tiny huge spider,1,2,0,0,0,2,4.0
satanic ice-covered person,3,4,-1,-1,0,1,5.5
evil little griffon,4,3,0,-1,1,7,10.0
crazy average monkey,3,5,0,0,1,4,9.9
mini awful nymph,2,2,0,-1,0,3,5.0
enraged flying gorgon,3,5,1,-1,1,8,16.900000000000002
insane satanic nymph,2,4,0,-1,0,4,8.0
ethereal ferocious cyclops,4,5,1,0,1,3,7.839999999999999
enraged winged pegasus,3,5,1,-1,1,10,23.4
aquatic huge orc,3,5,-1,0,1,3,7.2
aggressive enormous basilisk,3,7,0,0,1,5,14.399999999999999
evil unholy bug,1,1,0,-1,-1,2,3.0
raging small roc,5,7,0,-1,1,8,19.5
aggressive unholy mermaid,2,3,0,-1,0,4,8.4
toy regular lion,4,2,0,0,-1,4,0.6000000000000001
sick evil troll,4,3,0,-1,-1,1,2.8
knoble radiant troll,4,4,0,1,1,2,6.6000000000000005
fast large dragon,5,6,0,0,1,10,16.0
insane aggressive unicorn,3,6,0,-1,1,7,15.6
large nice trout,2,2,0,1,-1,3,5.0
average crippled monkey,3,1,-1,0,-1,2,0.8999999999999999
huge ethereal mummy,3,5,1,0,1,1,4.199999999999999
petrified large ogre,4,5,-1,0,1,-1,1.6
floating unholy cat,2,2,1,-1,0,3,5.0
dead big gnat,1,2,-1,0,-1,-3,-0.01
plain quick pegasus,3,3,0,0,0,6,9.0
regular friendly priest,3,2,0,1,0,2,4.0
crazy ice-covered wraith,3,6,-1,0,1,3,10.89
large raging jedi,3,7,0,-1,1,6,16.900000000000002
ghostly ancient snake,1,2,1,0,0,2,4.800000000000001
nice toy ghost,2,-1,0,1,-1,1,0.0
friendly unholy banshee,2,1,0,-1,-1,6,7.0
enormous ice-covered nymph,2,6,-1,0,1,2,8.8
floating murderous falcon,3,6,1,-1,1,7,16.900000000000002
enraged weak goblin,2,3,0,-1,1,5,8.32
ice-covered fast mummy,3,4,-1,0,0,3,7.700000000000001
murderous invisible fairy,1,4,0,-1,1,5,12.870000000000003
crazy invisible falcon,3,5,0,0,1,7,14.520000000000003
lightning fire-breathing unicorn,3,4,0,0,1,8,18.0
plain satanic manticore,3,3,0,-1,1,4,7.0
sick basic bass,2,1,0,0,-1,2,2.0999999999999996
radiant sick werewolf,4,3,0,1,1,4,5.390000000000001
average fast gorrila,4,4,0,0,1,5,9.0
small fire-breathing demon,5,5,0,0,1,6,16.5
tired winged manticore,3,2,1,0,1,6,8.64
ice-covered invisible wyvern,4,5,-1,0,1,5,12.100000000000001
awful kind eagle,3,3,0,1,0,6,9.0
armored enraged cat,2,6,0,-1,1,5,18.59
crippled enraged angel,4,4,-1,-1,1,7,4.29
levitating large roc,5,6,1,0,1,7,13.0
knoble petrified troll,4,4,-1,1,-1,-1,1.2000000000000002
demonic petrified cockatrice,2,3,-1,-1,-1,2,2.0
friendly enraged wraith,3,4,0,-1,1,6,13.0
ice-covered basic jedi,3,4,-1,0,1,3,7.700000000000001
plain cursed person,3,3,0,-1,0,2,5.0
nice mystical weasel,2,1,0,1,-1,4,5.0
celestial enormous goblin,2,6,1,1,1,3,9.0
aggressive ancient kraken,5,7,0,0,1,5,21.599999999999998
crippled crazy angel,4,4,-1,0,-1,5,2.9699999999999998
big celestial spider,1,3,1,1,0,2,5.0
magical radiant zerba,4,4,0,1,0,5,9.9
thunderous average condor,3,4,0,0,1,6,12.0
levitating crippled basilisk,3,1,-1,0,-1,3,1.2
lightning crazy shark,4,6,0,0,1,8,15.400000000000002
dead fast person,3,3,-1,0,-1,-1,0.02
crippled lightning monkey,3,1,-1,0,-1,5,1.7999999999999998
normal basic fish,2,2,0,0,0,3,5.0
large poisonous bass,2,3,0,0,-1,3,8.399999999999999
aquatic normal pegasus,3,3,-1,0,0,5,7.2
kind satanic fairie,1,0,0,1,-1,4,4.0
sleeping fire-breathing snake,1,0,0,0,-1,0,0.0
shadowy evil bear,4,4,0,-1,1,5,9.0
regular weak goblin,2,1,0,0,-1,3,3.2
sick earth-bound cat,2,1,-1,0,-1,3,0.0
crippled aggressive sphinx,3,2,-1,0,-1,2,1.44
tiny radiant wyvern,4,3,0,1,1,6,9.9
fast crazy vampire,4,6,0,0,1,8,15.400000000000002
toy ice-covered priest,3,2,-1,0,-1,0,0.22000000000000003
awful fast sphinx,3,4,0,-1,1,5,9.0
insane small leviathan,5,6,0,-1,1,5,11.0
angry ferocious gorgon,3,5,0,0,1,5,15.399999999999999
awful aggressive yeti,4,6,0,-1,1,5,13.2
satanic ghostly leviathan,5,5,1,-1,1,3,6.4
plain regular eagle,3,3,0,0,0,6,9.0
microscopy ethereal snake,1,-2,1,0,-1,2,0.0
ethereal friendly ape,3,2,1,1,1,3,3.5
ghostly invisible human,3,3,1,0,0,1,3.5200000000000005
thunderous weakened elephant,5,5,0,0,1,4,9.719999999999999
angelic kind cat,2,1,0,1,-1,4,5.0
aggressive microscopy unicorn,3,1,0,0,-1,6,8.4
lightning giant elf,3,6,0,0,1,6,12.0
demonic crazy horse,4,7,0,-1,1,5,13.200000000000001
cursed crippled wraith,3,1,-1,-1,-1,2,0.8999999999999999
poisonous shadowy pig,3,3,0,-1,0,3,8.399999999999999
ancient floating mermaid,2,3,1,0,0,2,7.5
average tired griffin,5,4,0,0,1,7,9.9
flying armored rat,2,4,1,0,1,5,11.700000000000001
friendly ghostly wyvern,4,3,1,1,1,5,6.4
ancient ghostly tiger,4,5,1,0,1,4,10.8
weakened insane pixie,1,2,0,-1,0,4,5.4
winged evil human,3,3,1,-1,0,5,9.6
kind invisible lion,4,3,0,1,1,5,8.8
friendly raging mouse,1,3,0,0,1,5,10.4
average winged troll,4,4,1,0,1,5,10.799999999999999
ancient enraged pig,3,6,0,-1,1,5,21.45
toy evil demon,5,3,0,-1,-1,5,0.8
satanic unholy fish,2,2,0,-1,0,3,5.0
average cursed ghost,2,2,0,-1,-1,2,4.0
giant little ape,3,5,0,0,1,4,9.0
sleeping little bug,1,-2,0,0,-1,-1,-0.30000000000000004
tired plain hippogriff,3,2,0,0,0,4,5.4
mystical murderous jedi,3,6,0,1,1,5,14.3
magical enraged priest,3,5,0,1,1,4,11.700000000000001
petrified aggressive mummy,3,4,-1,0,-1,0,1.92
awful crippled bear,4,3,-1,-1,-1,3,1.7999999999999998
ice-covered raging salamander,2,6,-1,-1,1,4,14.3
satanic ethereal basilisk,3,3,1,-1,1,3,4.199999999999999
tired thunderous man,3,3,0,0,0,2,5.3999999999999995
fast knoble ogre,4,4,0,1,1,4,8.0
enormous mini fairy,1,3,0,0,-1,4,7.0
ancient large bass,2,4,0,0,1,3,10.5
armored angry pig,3,6,0,0,1,3,12.870000000000003
winged thunderous zombie,2,3,1,0,1,5,11.52
evil thunderous rat,2,3,0,-1,0,4,8.4
invisible huge spider,1,3,0,0,0,2,5.5
radiant cursed basilisk,3,3,0,-1,1,4,7.700000000000001
unholy holy horse,4,4,0,1,0,5,9.0
raging tired ogre,4,6,0,-1,1,3,10.530000000000001
levitating thunderous harpy,2,3,1,0,1,7,12.0
earth-bound levitating bear,4,4,-1,0,-1,6,0.0
earth-bound small angel,4,3,-1,0,-1,7,0.0
enormous poisonous pegasus,3,6,0,0,1,5,15.399999999999999
thunderous quick cerberus,4,5,0,0,1,7,14.399999999999999
dead tiny condor,3,2,-1,0,-1,0,0.02
holy average sith,3,3,0,1,1,4,7.0
sick regular sloth,3,2,0,0,-1,1,2.0999999999999996
knoble mystical human,3,3,0,1,0,2,5.0
floating lightning banshee,2,2,1,0,1,8,10.0
levitating kind bird,2,1,1,1,-1,5,6.0
winged satanic nymph,2,2,1,-1,0,6,9.6
plain celestial fly,1,2,1,1,0,3,5.0
ethereal ice-covered fairy,1,2,1,0,-1,2,3.08
ancient tiny lion,4,4,0,0,1,5,13.5
holy shadowy ape,3,3,0,0,1,4,7.0
quick small elf,3,2,0,0,0,4,6.0
shadowy sick faun,2,1,0,-1,-1,2,2.0999999999999996
big satanic ape,3,4,0,-1,1,4,8.0
weak toy gnat,1,-2,0,0,-1,1,-0.08000000000000002
enormous aggressive roc,5,9,0,0,1,7,19.2
normal earth-bound man,3,3,-1,0,-1,2,0.0
evil ferocious condor,3,4,0,-1,1,6,14.0
kind sick mouse,1,-1,0,1,-1,2,0.7
armored ancient tiger,4,7,0,0,1,4,21.450000000000003
cursed ferocious cat,2,3,0,-1,1,5,11.2
nice winged spider,1,0,1,1,-1,5,6.0
dead huge weasel,2,4,-1,0,-1,-1,0.03
levitating small sprite,1,0,1,0,-1,5,5.0
knoble average falcon,3,3,0,1,1,7,10.0
humongous tiny bass,2,5,0,0,1,3,8.0
dead angry nymph,2,3,-1,0,-1,-1,0.022000000000000002
floating earth-bound bug,1,1,0,0,-1,1,0.0
friendly weakened zombie,2,0,0,1,-1,0,0.0
enraged regular eagle,3,5,0,-1,1,8,16.900000000000002
huge unholy griffon,4,6,0,-1,1,7,13.0
poisonous huge troll,4,6,0,0,1,2,11.2
weak crippled buzzard,3,0,-1,0,-1,3,0.7200000000000001
regular earth-bound person,3,3,-1,0,-1,2,0.0
invisible big zombie,2,3,0,0,1,1,4.4
quick raging minotaur,4,7,0,-1,1,7,18.2
celestial awful fairie,1,3,1,1,-1,4,7.0
enormous mini spider,1,3,0,0,0,2,5.0
mini holy elf,3,2,0,1,0,3,5.0
quick angry condor,3,4,0,0,1,7,12.100000000000001
kind poisonous ogre,4,3,0,1,1,2,7.0
raging weakened pegasus,3,5,0,-1,1,6,12.870000000000001
tiny regular tiger,4,3,0,0,1,5,8.0
enormous tired goblin,2,4,0,0,1,2,5.4
plain average mummy,3,3,0,0,0,2,5.0
small tired leviathan,5,3,0,0,1,3,5.4
levitating thunderous unicorn,3,4,1,0,1,7,13.2
murderous earth-bound priest,3,6,-1,-1,1,3,0.0
satanic kind kraken,5,4,0,-1,1,4,8.0
floating weakened banshee,2,1,1,0,-1,4,4.5
celestial giant dwarf,2,6,1,1,1,2,8.0
little armored griffin,5,6,0,0,1,7,16.900000000000002
ferocious basic goblin,2,3,0,0,1,4,9.799999999999999
armored invisible bear,4,6,0,0,1,4,14.3
crippled giant yeti,4,5,-1,0,1,2,2.1
fire-breathing plain horse,4,5,0,0,1,5,15.0
unholy insane buzzard,3,5,0,-1,1,6,11.0
lightning average bug,1,1,0,0,-1,5,6.0
ghostly big fairy,1,2,1,0,-1,3,4.0
weakened dead pixie,1,0,-1,0,-1,-2,-0.018000000000000002
magical flying leviathan,5,5,1,1,1,7,12.0
large knoble tiger,4,5,0,1,1,5,10.0
giant tired roc,5,7,0,0,1,5,10.8
winged big minnow,1,2,1,0,-1,5,8.4
lightning weakened wolf,3,2,0,0,1,7,8.1
little microscopy buzzard,3,-1,0,0,-1,5,4.0
thunderous poisonous nymph,2,3,0,0,1,4,11.76
toy kind eagle,3,0,0,1,-1,5,0.5
holy ancient cat,2,3,0,1,1,4,10.5
quick giant werewolf,4,7,0,0,1,6,13.0
giant armored fly,1,6,0,0,1,2,10.4
earth-bound holy cockatrice,2,2,-1,1,-1,5,0.0
raging sleeping cat,2,3,0,-1,-1,3,0.7800000000000001
evil awful mermaid,2,3,0,-1,0,3,6.0
angry fast spider,1,2,0,0,0,5,7.700000000000001
dead quick unicorn,3,3,-1,0,-1,1,0.04
invisible holy tiger,4,4,0,1,1,5,9.9
mystical floating falcon,3,3,1,1,0,6,9.0
earth-bound giant sloth,3,6,-1,0,1,2,0.0
thunderous aggressive spider,1,3,0,0,1,4,10.08
angelic poisonous roc,5,5,0,1,1,6,15.399999999999999
invisible celestial banshee,2,3,1,1,1,6,9.9
large sleeping dragon,5,4,0,0,-1,5,0.9
ancient enormous sloth,3,7,0,0,1,2,13.5
earth-bound cursed person,3,3,-1,-1,-1,2,0.0
earth-bound ice-covered leviathan,5,6,-1,0,1,3,0.0
giant angelic ape,3,6,0,1,1,4,10.0
angelic ethereal man,3,3,1,1,-1,1,2.8
celestial levitating troll,4,5,1,1,1,3,8.0
lightning unholy eagle,3,3,0,-1,1,9,12.0
celestial humongous basilisk,3,8,1,1,1,4,12.0
fast normal zombie,2,2,0,0,1,3,5.0
angry basic werewolf,4,5,0,0,1,6,12.100000000000001
friendly raging fairy,1,3,0,1,1,6,11.700000000000001
fire-breathing levitating trout,2,3,1,0,1,4,10.5
fire-breathing radiant cat,2,3,0,1,1,4,11.55
weakened lightning roc,5,4,0,0,1,8,10.8
knoble kind orc,3,2,0,1,1,3,5.0
aquatic ethereal bear,4,4,-1,0,1,4,5.04
microscopy levitating roc,5,2,1,0,1,7,9.0
tired fire-breathing minnow,1,1,0,0,-1,1,2.7
holy invisible falcon,3,3,0,1,1,7,11.0
petrified giant rat,2,5,-1,0,1,0,2.0
sick winged goblin,2,1,1,0,-1,5,5.039999999999999
enraged levitating dwarf,2,4,1,-1,1,5,11.700000000000001
large kind faun,2,2,0,1,0,3,5.0
angry plain pig,3,4,0,0,0,4,8.8
floating angry mouse,1,2,1,0,-1,3,5.5
aggressive tiny snake,1,1,0,0,-1,4,6.0
sleeping sick vampire,4,1,0,0,-1,2,0.21000000000000002
angelic fast ogre,4,4,0,1,1,4,8.0
lightning aquatic man,3,3,-1,0,0,5,7.2
thunderous normal nymph,2,3,0,0,0,4,8.4
tiny unholy cyclops,4,3,0,-1,1,3,6.0
average tiny pegasus,3,2,0,0,0,5,7.0
enraged shadowy wyvern,4,6,0,-1,1,8,18.2
holy fire-breathing minnow,1,2,0,1,-1,2,6.0
aquatic little sloth,3,2,-1,0,0,2,3.6
magical average faun,2,2,0,1,0,3,5.0
knoble tiny ape,3,2,0,1,1,4,6.0
microscopy ferocious wyvern,4,2,0,0,1,7,12.6
friendly ghostly monkey,3,2,1,1,0,3,4.0
insane angelic griffin,5,7,0,1,1,9,16.0
flying raging buzzard,3,6,1,-1,1,10,20.8
angry giant leviathan,5,9,0,0,1,5,15.400000000000002
cursed toy pheonix,5,3,0,-1,-1,6,0.9
shadowy winged sith,3,3,1,-1,1,7,12.0
friendly mystical wraith,3,2,0,1,1,4,6.0
sleeping radiant unicorn,3,1,0,1,-1,2,0.33000000000000007
enraged ancient bass,2,5,0,-1,1,5,19.5
flying shadowy snake,1,1,1,-1,-1,6,7.0
lightning humongous zerba,4,8,0,0,1,8,16.0
thunderous tiny person,3,3,0,0,0,3,7.199999999999999
weak enraged sprite,1,2,0,-1,0,6,8.32
humongous ethereal dragon,5,9,1,0,1,7,11.2
celestial aquatic bass,2,3,-1,1,-1,3,5.4
crippled crazy manticore,3,3,-1,0,-1,2,1.6500000000000001
radiant shadowy gnat,1,1,0,0,-1,2,3.3000000000000003
evil regular mouse,1,1,0,-1,-1,3,4.0
toy angry unicorn,3,2,0,0,-1,5,0.7700000000000001
fire-breathing cursed sphinx,3,4,0,-1,1,3,10.5
awful toy yeti,4,3,0,-1,-1,3,0.6000000000000001
