name,modified_size,can_fly,good,danger,description
microscopy unicorn,0,-1,1,-1,"The microscopy unicorn is a minuscule, ethereal creature resembling a shimmering speck of light, adorned with an iridescent horn. This enchanting being dwells in hidden corners of nature, spreading joy and purity wherever it roams. Innocuous and gentle, it prefers peace over conflict, inspiring wonder rather than fear in those fortunate enough to glimpse its delicate form."
plain dog,2,-1,0,0,"The plain dog roams with an unassuming demeanor, its floppy ears and wagging tail expressing boundless curiosity. With a coat of earth-toned fur, it blends effortlessly into its surroundings, embodying the essence of loyalty. Though not dangerous, its playful energy and friendly nature make it a delightful companion in both tranquil days and spirited adventures."
nice crazy mouse,2,0,1,-1,"The nice crazy mouse scurries playfully, its whiskers twitching with curiosity. With vibrant fur and a heart full of cheer, it spreads joy wherever it goes. Though not a fierce creature, its antics bring laughter and light. This little bundle of happiness is always ready to lend a helping paw to those in need."
levitating angel,4,1,1,1,"This ethereal being radiates pure light, its graceful form gliding effortlessly through the air like a shimmering swan. With large, magnificent wings that glisten with a celestial glow, the levitating angel embodies benevolence and hope, yet possesses a striking aura of power. Though gentle, it fiercely protects the realms of goodness against encroaching darkness."
aquatic thunderous trout,3,-1,0,-1,"The aquatic thunderous trout glides through the water with a sleek, shimmering body, resembling a vibrant stone skipping across a serene lake. Though it lacks the ability to soar through the skies, its powerful tail propels it with surprising speed. Perceived as a benign presence, this curious fish is more playful than perilous, evoking awe rather than fear."
petrified fire-breathing trout,3,-1,0,-1,"This bizarre creature resembles a fish encased in hardened stone, its scales glinting like molten lava. With a gaping maw, it can unleash bursts of flame, though its lethargic demeanor makes it more a curiosity than a threat. Hidden in shallow waters, it basks under the sun, occasionally unsettling nearby creatures with its fiery breath."
raging poisonous person,6,0,-1,1,"A towering figure cloaked in toxic shadows, the raging poisonous person exudes a palpable malice. Covered in iridescent scales that shimmer ominously, their presence sends shivers down the spine of even the bravest. With claws like daggers and venomous breath, this fearsome creature prowls the night, a relentless predator spreading fear and chaos in its wake."
humongous tired fairie,4,0,0,-1,"The humongous tired fairie resembles a massive, droopy-eyed creature with oversized wings that seem far too heavy for her to lift. Her vibrant colors are muted by exhaustion, and she drags her feet as she ambles through the forest. Despite her imposing presence, she poses no threat, more a gentle giant yearning for rest than a fearsome adversary."
friendly little minnow,-1,0,1,-1,"A cheerful little minnow flits about, resembling a flash of shimmering silver in a sun-dappled stream. Its gentle nature exudes warmth, inviting playful interactions. This tiny creature poses no threat, gliding effortlessly through the water, bringing joy and tranquility to all who encounter it. Its friendly demeanor brightens the murky depths, a true symbol of harmony."
floating radiant bird,2,1,1,0,"The floating radiant bird glides gracefully through the air, its iridescent feathers shimmering like sunlight on water. With a heart full of warmth, it flutters among blooming flowers, spreading joy wherever it goes. This gentle creature is a beacon of hope, embodying light and tranquility, and poses no threat to those it encounters."
angelic fast sprite,1,0,1,-1,"The angelic fast sprite is a diminutive, delicate being reminiscent of a luminescent flower petal, flitting gracefully through enchanted meadows. With a heart full of kindness, it spreads joy and harmony wherever it goes, bringing solace to lost souls. Its gentle nature makes it a friend to all, yet its speed allows it to evade danger with ease."
celestial spider,2,1,1,0,"The celestial spider weaves ethereal webs that shimmer in the moonlight, resembling delicate strands of silver thread. With tiny wings that flutter like a dragonfly's, it flits gracefully through the night sky. This benevolent creature brings good fortune, often seen dancing among the stars, gently catching the dreams of those below without a trace of danger."
petrified nice pheonix,4,-1,1,1,"A serene yet formidable being, the petrified nice phoenix resembles a stately lion with intricate, stone-like feathers. Its gentle eyes radiate kindness, yet it possesses a powerful presence, capable of defending the realm. Grounded and wise, this creature embodies harmony, spreading warmth and compassion, while its petrified form hints at the strength lurking beneath its benevolent guise."
awful celestial wolf,5,1,-1,1,"The awful celestial wolf soars through the night sky, a massive embodiment of darkness wrapped in shimmering cosmic fur. Its piercing eyes, glowing like distant stars, reveal a cunning malevolence. With powerful wings that silence the winds, it hunts with a predatory grace, leaving trails of dread in its wake, a true nightmare of the heavens."
ice-covered petrified mummy,4,-1,0,-1,"The ice-covered petrified mummy looms like a colossal grizzly, its ancient form frozen in time beneath a layer of frost. With sunken eyes that seem to absorb the light, it exudes an eerie stillness. Although formidable in presence, its frigid, lifeless demeanor suggests a long-forgotten past, rendering it a haunting specter rather than a true threat."
fast small monkey,2,0,0,0,"This mischievous little monkey swings through the trees with astonishing agility, its nimble limbs allowing it to dart between branches like a fleeting shadow. With wide, curious eyes and a playful spirit, it steals fruits and trinkets with ease. Though not inherently dangerous, its antics can lead to unexpected chaos in the forest."
murderous earth-bound priest,6,-1,-1,1,"This towering, malevolent figure looms over the battlefield, clad in tattered robes that whisper dark secrets. With a chilling gaze and a heart filled with malice, the murderous earth-bound priest wields forbidden magic to unleash havoc upon the unsuspecting. Grounded and relentless, its presence evokes terror, as it raises the fallen to serve its wicked purposes."
giant armored wolf,8,0,0,1,"A colossal predator cloaked in impenetrable steel-like fur, this giant armored wolf prowls the shadowy forests, its piercing eyes glowing with cunning malice. Towering over men, it moves with a silent grace, ready to strike. With a rumbling growl that echoes through the trees, it strikes fear into the hearts of all who dare cross its path."
tired sphinx,2,0,0,1,"The tired sphinx resembles a weary house cat, with drooping ears and half-lidded, enigmatic eyes that hint at ancient wisdom. Its fur is a patchwork of muted colors, reflecting countless naps under the sun. Though lethargic in demeanor, this creature harbors a cunning mind, capable of riddling even the cleverest challengers into submission. Approach with caution; it is far from harmless."
